2025-07-31 15:37:33,175,dht1_T, dht2_T, dht3_T, dht1_H, dht2_H, dht3_H, hm, tm, CO2, eCO2, TVOC, t_min, t_max, h_min, h_max, heat_rele, hum_rele, fan_rele
2025-07-31 15:37:46,254,22,23,22,59,76,80,67,23,1792,0,0,42,50,76,87,0,1,0
2025-07-31 15:37:52,341,22,23,22,59,75,79,67,23,1792,400,0,42,49,76,87,1,1,0
2025-07-31 15:37:58,414,22,23,22,59,74,79,66,23,1792,1607,252,42,50,76,87,0,1,0
2025-07-31 15:38:04,466,22,-22,22,60,-60,79,30,11,1792,1579,228,42,49,76,87,0,1,0
2025-07-31 15:38:10,682,22,23,22,60,73,79,66,23,1792,2512,1809,42,50,76,87,0,1,0
2025-07-31 15:38:16,783,22,23,22,60,72,80,66,23,1792,2338,1437,42,49,76,87,0,1,0
2025-07-31 15:38:22,861,22,23,22,59,71,79,65,23,1792,2078,878,42,50,76,87,1,1,0
2025-07-31 15:38:28,925,22,23,22,58,69,78,63,23,1792,1582,230,42,49,76,87,0,1,0
2025-07-31 15:38:35,067,22,23,22,58,69,77,63,23,1794,2201,1147,42,49,76,87,0,1,0
2025-07-31 15:38:41,170,22,23,23,56,68,76,62,23,1792,2066,854,42,50,76,87,1,1,0
2025-07-31 15:38:47,338,23,24,23,55,67,74,61,23,1792,1204,122,42,50,76,87,0,1,0
2025-07-31 15:38:53,452,23,24,23,55,66,74,60,23,1794,1866,538,42,49,76,87,0,1,0
2025-07-31 15:38:59,477,23,24,23,55,64,74,59,23,1792,2050,825,42,50,76,87,0,1,0
2025-07-31 15:39:05,592,23,24,23,55,63,74,59,23,1792,757,54,42,50,76,76,0,1,0
2025-07-31 15:39:11,694,23,24,23,55,62,73,58,23,1794,1801,451,31,35,76,76,1,1,0
2025-07-31 15:39:17,823,23,24,23,54,61,72,57,24,1792,1976,705,31,35,76,76,0,1,0
2025-07-31 15:39:23,948,23,-23,23,53,-53,72,26,11,1794,1895,579,31,35,76,76,0,1,0
2025-07-31 15:39:30,126,23,24,23,53,61,71,57,24,1792,3090,3033,31,35,76,76,0,1,0
2025-07-31 15:39:36,164,23,25,23,52,60,70,56,24,1600,3710,4359,31,35,76,76,0,1,0
2025-07-31 15:39:42,263,24,-24,24,51,-51,70,25,12,1602,3225,3327,31,35,76,76,0,1,0
2025-07-31 15:39:48,296,24,26,24,51,59,69,55,25,1608,3564,4062,31,35,76,76,0,1,0
2025-07-31 15:39:54,352,24,26,24,50,58,69,54,25,1610,2174,1084,31,35,76,76,0,1,0
2025-07-31 15:40:00,466,24,26,24,50,57,68,53,25,1616,3689,4320,31,35,76,76,0,1,0
2025-07-31 15:40:06,512,24,27,24,50,56,68,53,25,1618,3564,4062,31,35,76,76,0,1,0
2025-07-31 15:40:12,573,24,27,25,50,55,67,52,26,1620,2156,1040,31,35,76,76,0,1,0
2025-07-31 15:40:18,626,24,-24,25,49,-49,67,24,12,1626,3207,3292,31,35,76,76,0,1,0
2025-07-31 15:40:24,774,25,28,25,49,52,66,50,26,-855,3833,4638,31,35,76,76,1,1,0
2025-07-31 15:40:30,808,25,28,25,48,51,65,49,27,-854,3123,3103,31,35,76,76,0,1,0
2025-07-31 15:40:36,931,25,-25,25,47,-47,65,23,12,-855,2142,1010,31,35,76,76,0,1,0
2025-07-31 15:40:43,064,25,29,26,47,49,64,48,27,-854,3294,3474,31,35,76,76,1,1,0
2025-07-31 15:40:49,199,26,29,26,46,48,63,47,27,-855,3710,4359,31,35,76,76,0,1,0
2025-07-31 15:40:55,305,26,-26,26,45,-45,63,22,13,-854,981,88,31,35,76,76,0,1,0
2025-07-31 15:41:01,373,26,30,27,45,46,62,45,28,-854,2345,1452,31,35,76,76,1,1,0
2025-07-31 15:41:07,412,26,31,27,44,45,61,44,28,-856,2334,1424,31,35,76,76,0,1,0
2025-07-31 15:41:13,703,26,31,27,44,44,61,44,29,-854,1560,214,31,35,76,76,0,1,0
2025-07-31 15:41:19,838,27,-27,28,43,-43,59,21,13,1672,3415,3742,31,35,76,76,0,1,0
2025-07-31 15:41:25,874,27,32,28,43,42,59,42,30,1676,3338,3569,31,35,76,76,0,1,0
2025-07-31 15:41:31,933,27,33,28,42,41,58,41,30,1680,2283,1320,31,35,76,76,0,1,0
2025-07-31 15:41:37,977,28,-28,29,41,-41,57,20,14,1686,3661,4256,31,35,76,76,0,1,0
2025-07-31 15:41:44,017,28,33,29,41,39,56,40,31,1690,2643,2088,31,35,76,76,0,1,0
2025-07-31 15:41:50,104,28,34,29,40,39,56,39,31,1694,2409,1588,31,35,76,76,0,1,0
2025-07-31 15:41:56,246,28,34,30,40,38,55,39,31,1698,2361,1481,31,35,76,76,0,1,0
2025-07-31 15:42:02,410,29,34,30,39,37,54,38,31,1680,2326,1410,31,35,76,76,0,1,0
2025-07-31 15:42:08,554,29,35,31,39,35,54,37,32,1684,2203,1151,31,35,76,76,0,1,0
2025-07-31 15:42:14,600,29,35,31,38,35,53,36,32,1688,2162,1057,31,35,76,76,0,1,0
2025-07-31 15:42:20,626,29,35,31,38,35,52,36,32,1690,2094,906,31,35,76,76,0,1,0
2025-07-31 15:42:26,774,30,35,31,37,34,52,35,32,1696,2283,1320,31,35,76,76,0,1,0
2025-07-31 15:42:32,810,30,35,32,37,34,51,35,32,1700,2222,1188,31,35,76,76,0,1,0
