2025-08-04 18:24:31,914,dht1_T, dht2_T, dht3_T, dht1_H, dht2_H, dht3_H, hm, tm, CO2, eCO2, TVOC, t_min, t_max, h_min, h_max, heat_rele, hum_rele, fan_rele
2025-08-04 18:24:45,014,21,22,21,64,69,78,66,21,1792,0,0,30,37,49,73,0,0,0
2025-08-04 18:24:51,075,21,-21,21,64,-64,78,32,10,1794,694,44,30,37,49,73,0,1,0
2025-08-04 18:24:57,195,21,22,21,63,69,77,66,21,1794,626,34,30,37,49,73,0,0,0
2025-08-04 18:25:03,353,21,22,21,64,69,77,66,21,1794,1560,215,30,37,49,73,0,0,0
2025-08-04 18:25:09,387,21,22,21,65,69,77,67,21,1794,1090,105,30,37,49,73,1,0,0
2025-08-04 18:25:15,432,21,22,21,65,69,79,67,21,1792,961,85,30,37,49,73,0,0,0
2025-08-04 18:25:21,586,21,22,21,65,69,79,67,21,1792,666,40,30,37,49,73,0,0,0
2025-08-04 18:25:27,731,21,22,21,65,69,78,67,21,1792,1029,95,30,37,49,73,0,0,0
2025-08-04 18:25:33,900,21,22,21,64,69,78,66,21,1794,1053,99,30,37,49,73,0,0,0
2025-08-04 18:25:40,047,21,22,21,63,69,76,66,22,1794,1564,218,30,37,49,73,0,0,0
2025-08-04 18:25:46,097,21,22,21,63,69,75,66,22,1792,1360,146,23,32,49,73,0,0,0
2025-08-04 18:25:52,132,21,22,21,63,69,75,66,22,1794,1266,131,17,28,49,73,0,0,0
2025-08-04 18:25:58,268,21,23,21,63,69,74,66,22,1794,1321,140,17,28,49,73,0,0,0
2025-08-04 18:26:04,387,21,23,21,63,69,74,66,22,1794,1504,174,23,32,49,73,1,0,0
2025-08-04 18:26:10,518,21,23,22,62,69,73,65,22,1794,1238,127,22,31,49,73,0,0,0
2025-08-04 18:26:16,541,22,23,22,62,69,73,65,22,1794,1238,127,23,30,49,73,0,0,0
2025-08-04 18:26:22,578,22,23,22,62,69,72,65,22,1794,1198,121,23,29,49,73,0,0,0
2025-08-04 18:26:28,608,22,23,22,62,69,72,65,23,1794,1168,117,23,29,49,73,0,0,0
2025-08-04 18:26:34,762,22,24,22,62,69,71,65,23,1426,1495,166,23,29,49,73,0,0,0
2025-08-04 18:26:40,805,22,24,22,62,69,71,65,23,-855,1599,245,23,29,55,76,0,0,0
2025-08-04 18:26:46,838,22,24,22,62,69,71,65,23,-855,1495,166,23,29,55,76,0,0,0
2025-08-04 18:26:52,889,22,24,23,63,68,71,65,23,-856,1583,231,23,29,56,76,0,0,0
2025-08-04 18:26:59,045,22,24,23,63,68,71,65,23,-856,1518,184,23,29,55,76,0,0,0
2025-08-04 18:27:05,077,23,25,23,62,68,70,65,24,-857,1349,144,23,29,55,76,0,0,0
2025-08-04 18:27:11,228,23,25,23,61,68,70,64,24,-857,1474,163,23,29,56,76,0,0,0
2025-08-04 18:27:17,268,23,25,23,61,67,69,64,24,-855,1543,201,23,29,55,76,0,0,0
2025-08-04 18:27:23,350,23,25,23,61,67,69,64,24,-855,1513,180,23,29,55,76,0,0,0
2025-08-04 18:27:29,381,23,25,23,60,66,68,63,24,-856,1501,172,23,29,55,76,0,0,0
2025-08-04 18:27:35,496,23,26,24,60,66,68,63,24,-857,1507,177,23,29,56,76,0,0,0
2025-08-04 18:27:41,526,23,26,24,59,65,68,62,24,-854,1495,166,23,29,55,76,0,0,0
2025-08-04 18:27:47,720,23,26,24,59,64,67,61,24,-856,1529,191,23,29,55,76,0,0,0
2025-08-04 18:27:53,853,23,26,24,59,64,66,61,25,-854,1564,218,23,29,55,76,0,0,0
2025-08-04 18:27:59,995,23,26,24,59,64,66,61,25,-856,1590,236,23,29,55,76,0,0,0
2025-08-04 18:28:06,058,23,26,24,59,63,67,61,25,-855,1590,236,23,29,55,76,0,0,0
2025-08-04 18:28:12,111,24,26,24,59,63,67,61,25,-856,1610,254,23,29,55,76,0,0,0
2025-08-04 18:28:18,161,24,26,24,59,63,68,61,25,-857,1198,121,23,29,55,76,0,0,0
2025-08-04 18:28:24,208,24,26,24,60,63,67,61,25,-856,1047,98,23,29,55,76,0,0,0
2025-08-04 18:28:30,329,24,26,24,60,62,67,61,25,-858,1032,96,23,29,55,76,0,0,0
2025-08-04 18:28:36,465,24,26,24,58,62,66,60,25,-856,1060,100,23,29,55,76,0,0,0
2025-08-04 18:28:42,580,24,26,25,56,61,64,58,25,-802,1181,118,23,29,56,76,0,0,0
2025-08-04 18:28:48,715,24,26,25,56,61,64,58,25,-798,1060,100,23,29,55,76,0,0,0
2025-08-04 18:28:54,872,24,26,25,55,60,63,57,25,-802,1181,118,23,29,55,76,0,0,0
2025-08-04 18:29:00,983,24,26,25,55,60,63,57,25,-800,1198,121,23,29,55,76,0,0,0
2025-08-04 18:29:07,081,24,26,25,55,59,63,57,25,-799,1245,128,23,29,55,76,0,0,0
2025-08-04 18:29:13,203,24,26,25,55,59,63,57,25,-800,1118,109,23,29,75,84,0,1,0
2025-08-04 18:29:19,337,24,26,25,55,59,63,57,25,-801,1004,92,23,29,74,83,0,1,0
2025-08-04 18:29:25,516,24,26,25,60,59,66,59,25,-857,1575,226,23,29,34,68,0,0,0
2025-08-04 18:29:31,570,24,26,25,64,59,71,61,25,-856,1513,180,23,29,34,68,0,0,0
2025-08-04 18:29:37,703,24,26,25,64,60,74,62,25,-856,1259,130,23,29,34,68,0,0,0
2025-08-04 18:29:43,750,24,26,25,62,60,72,61,25,-855,1408,153,23,29,34,68,0,0,0
2025-08-04 18:29:49,880,24,26,25,60,60,69,60,25,-856,1313,139,23,29,34,68,0,0,0
2025-08-04 18:29:55,961,24,26,25,58,59,66,58,25,-854,1014,93,23,29,34,68,0,0,0
2025-08-04 18:30:02,042,24,26,25,57,59,65,58,25,-857,1168,117,23,29,34,67,0,0,0
2025-08-04 18:30:08,176,24,26,25,57,59,64,58,25,-859,832,65,23,29,34,67,0,0,0
2025-08-04 18:30:14,207,24,26,25,56,59,65,57,25,-860,915,78,23,29,34,67,0,0,0
2025-08-04 18:30:20,338,24,26,25,56,59,67,57,25,-858,765,55,23,29,34,68,0,0,0
2025-08-04 18:30:26,399,24,26,25,55,59,68,57,25,-861,715,47,23,29,34,68,0,0,0
2025-08-04 18:30:32,438,24,26,25,55,60,68,57,25,-860,726,49,23,29,34,67,0,0,0
2025-08-04 18:30:38,539,24,26,25,55,59,67,57,25,-860,726,49,23,29,34,68,0,0,0
2025-08-04 18:30:44,585,24,26,25,55,59,66,57,25,-862,675,41,23,29,34,67,0,0,0
2025-08-04 18:30:50,636,24,26,25,55,59,65,57,25,-860,683,43,23,29,34,67,0,0,0
2025-08-04 18:30:56,711,24,26,25,54,59,65,56,25,-859,666,40,23,29,71,82,0,1,0
2025-08-04 18:31:02,741,24,26,25,55,59,64,57,25,-861,518,17,23,29,30,66,0,0,0
2025-08-04 18:31:08,785,24,26,25,59,58,65,58,25,-856,1113,108,23,29,30,66,0,0,0
2025-08-04 18:31:14,902,23,26,25,60,59,69,59,25,-859,770,56,23,29,30,66,0,0,0
2025-08-04 18:31:21,046,23,26,25,60,59,69,59,25,-857,620,33,23,29,30,66,0,0,0
2025-08-04 18:31:27,333,23,26,25,58,59,67,58,25,-856,1462,161,23,29,30,66,0,0,0
2025-08-04 18:31:33,391,23,26,25,57,59,65,58,24,-798,964,85,23,29,30,66,0,0,0
2025-08-04 18:31:39,582,23,26,25,56,59,64,57,24,-799,1224,125,23,29,30,66,0,0,0
2025-08-04 18:31:45,757,23,25,25,57,59,65,58,24,-800,1062,100,23,29,30,66,0,0,0
2025-08-04 18:31:51,880,23,25,25,57,59,65,58,24,-801,1156,115,23,29,30,66,0,0,0
2025-08-04 18:31:58,027,23,26,25,58,59,66,58,24,-800,1131,111,23,29,30,66,0,0,0
2025-08-04 18:32:04,178,23,26,25,58,59,67,58,25,-855,1050,99,23,29,30,66,0,0,0
2025-08-04 18:32:10,293,23,26,25,58,59,68,58,25,-857,992,90,23,29,30,66,0,0,0
2025-08-04 18:32:16,379,23,26,25,59,59,68,59,25,-858,945,83,23,29,30,66,0,0,0
2025-08-04 18:32:22,524,24,26,25,59,60,69,59,25,-855,1525,188,23,29,30,66,0,0,0
2025-08-04 18:32:28,652,24,26,25,60,60,69,60,25,-854,1661,300,23,29,30,66,0,0,0
2025-08-04 18:32:34,764,24,26,25,60,60,70,60,25,-854,1698,336,23,29,30,66,0,0,0
2025-08-04 18:32:40,875,24,26,25,61,60,70,60,25,-854,1805,456,23,29,30,66,0,0,0
2025-08-04 18:32:46,966,24,26,25,61,61,71,61,25,-855,1805,456,23,29,30,66,0,0,0
2025-08-04 18:32:53,081,24,26,25,62,61,71,61,25,-854,1805,456,23,29,30,66,0,0,0
2025-08-04 18:32:59,231,24,26,25,62,61,72,61,25,-854,1805,456,23,29,30,66,0,0,0
2025-08-04 18:33:05,312,24,26,25,63,62,72,62,25,-854,1805,456,23,29,30,66,0,0,0
2025-08-04 18:33:11,407,24,26,25,63,62,73,62,25,-856,1805,456,23,29,30,66,0,0,0
2025-08-04 18:33:17,514,24,26,25,64,63,73,63,25,-856,1819,474,23,29,30,66,0,0,0
2025-08-04 18:33:23,599,24,26,25,64,63,74,63,25,-855,1839,501,23,29,30,66,0,0,0
2025-08-04 18:33:29,646,24,26,25,64,63,74,63,25,-856,1849,514,23,29,30,66,0,0,0
2025-08-04 18:33:35,715,24,26,25,65,63,74,64,25,-855,1862,532,23,29,30,66,0,0,0
2025-08-04 18:33:41,772,24,26,25,65,64,75,64,25,-856,1833,493,23,29,30,66,0,0,0
2025-08-04 18:33:47,900,24,26,25,65,64,75,64,25,-798,1862,532,23,29,30,66,0,0,0
2025-08-04 18:33:54,014,24,26,25,65,64,75,64,25,-800,1849,514,23,29,30,66,0,0,0
2025-08-04 18:34:00,065,24,26,25,66,65,76,65,25,-798,1862,532,23,29,30,66,0,0,0
2025-08-04 18:34:06,180,24,26,25,66,65,76,65,25,-800,1870,543,23,29,30,66,0,0,0
2025-08-04 18:34:12,265,24,26,25,66,66,76,66,25,-799,1870,543,23,29,30,66,0,0,1
2025-08-04 18:34:18,369,24,26,25,66,66,77,66,25,-799,1805,456,23,29,30,66,0,0,1
