2025-07-31 12:27:18,856,34,38,32,60,81,91,70,36,1808,2775,2376,38,50,71,81,0,1,0
2025-07-31 12:27:24,907,34,38,32,56,76,86,66,36,1814,2257,1253,38,50,71,81,0,1,0
2025-07-31 12:27:31,362,35,39,32,53,69,85,61,37,1814,2313,1386,38,50,71,81,0,1,0
2025-07-31 12:27:37,537,35,39,33,52,68,86,60,37,1816,2304,1362,38,49,71,81,1,1,0
2025-07-31 12:27:43,566,36,40,33,53,67,93,60,38,1820,1808,458,38,49,71,81,0,1,0
2025-07-31 12:27:49,634,36,41,34,55,68,96,61,38,1824,2957,2750,38,50,71,81,0,1,0
2025-07-31 12:27:55,898,37,42,34,59,71,100,65,39,1826,2553,1892,38,50,71,81,0,1,0
2025-07-31 12:28:01,940,37,42,34,62,73,100,67,39,1828,2994,2835,38,50,71,81,0,1,0
2025-07-31 12:28:07,996,37,43,35,65,74,100,69,40,1830,2794,2421,38,50,71,81,0,1,0
2025-07-31 12:28:14,025,38,43,35,66,77,100,71,40,1830,3042,2940,38,50,71,81,0,0,0
2025-07-31 12:28:20,192,38,43,36,67,78,100,72,40,1836,3486,3883,38,49,71,81,0,0,0
2025-07-31 12:28:26,332,38,43,36,69,78,100,73,41,1834,3275,3440,38,50,71,81,0,0,0
2025-07-31 12:28:32,457,38,44,36,70,76,100,73,41,1834,3042,2940,38,50,71,81,0,0,0
2025-07-31 12:28:38,702,38,44,37,70,74,96,72,41,1836,2713,2246,38,49,71,81,0,0,0
2025-07-31 12:28:44,884,39,44,37,68,68,93,68,41,1834,2338,1437,38,50,71,81,0,1,0
2025-07-31 12:28:50,918,39,44,37,67,66,90,66,42,1836,2504,1789,38,50,71,81,0,1,0
2025-07-31 12:28:57,049,39,45,37,64,62,89,63,42,1836,2638,2082,38,50,71,81,0,1,0
2025-07-31 12:29:03,263,39,45,37,62,62,91,62,42,1834,2713,2246,38,50,71,81,0,1,0
2025-07-31 12:29:09,468,39,45,38,62,66,97,64,42,1838,3392,3693,38,50,71,81,0,1,0
2025-07-31 12:29:15,488,39,45,38,64,69,98,66,42,1836,3732,4420,38,50,71,81,0,1,0
2025-07-31 12:29:21,678,39,45,38,68,72,100,70,42,1838,2794,2421,38,50,71,81,0,1,0
2025-07-31 12:29:27,807,39,45,38,70,73,100,71,42,1836,2775,2376,38,50,71,81,0,0,0
2025-07-31 12:29:33,906,39,45,38,74,75,100,74,42,1838,2804,2439,38,50,71,81,0,0,0
2025-07-31 12:29:40,119,39,45,38,75,76,100,75,42,1840,3630,4182,38,50,71,81,0,0,0
2025-07-31 12:29:46,251,39,45,39,76,73,97,74,42,1838,3982,4968,38,50,71,81,0,0,0
2025-07-31 12:29:52,411,39,45,39,76,72,93,74,42,1838,3848,4678,38,50,71,81,0,0,0
2025-07-31 12:29:58,476,39,45,39,74,68,89,71,42,1836,2584,1961,38,49,71,81,0,1,0
2025-07-31 12:30:04,580,39,45,39,73,65,86,69,42,1838,2927,2685,38,50,71,81,0,1,0
2025-07-31 12:30:10,622,39,45,39,72,64,85,68,42,1838,3256,3394,38,49,71,81,0,1,0
2025-07-31 12:30:16,809,39,45,39,71,64,86,67,42,1838,3450,3805,38,49,71,81,0,1,0
2025-07-31 12:30:22,856,38,45,39,71,66,90,68,42,1838,3630,4182,38,49,71,81,0,1,0
2025-07-31 12:30:29,102,38,45,39,73,69,95,71,42,1838,3710,4359,38,50,70,80,0,0,0
2025-07-31 12:30:35,138,38,-38,39,74,-74,96,37,19,1838,2971,2786,38,49,71,81,0,1,0
2025-07-31 12:30:41,165,38,45,39,77,73,97,75,41,1836,4723,6527,38,49,71,81,0,0,0
2025-07-31 12:30:47,224,38,45,39,77,73,97,75,41,1838,4144,5291,38,50,71,81,0,0,0
2025-07-31 12:30:53,262,38,45,39,79,74,97,76,41,1838,3822,4598,38,50,71,81,0,0,0
2025-07-31 12:30:59,302,38,45,39,79,75,94,77,41,1836,3870,4718,38,50,71,81,0,0,0
2025-07-31 12:31:05,346,38,44,39,79,74,89,76,41,1838,3689,4320,38,50,71,81,0,0,0
2025-07-31 12:31:11,397,38,44,39,78,73,88,75,41,1838,3732,4420,38,49,71,81,0,0,0
2025-07-31 12:31:17,582,38,44,39,76,70,84,73,41,1836,3630,4182,38,50,71,81,0,0,0
2025-07-31 12:31:23,783,38,44,39,76,68,83,72,41,1834,3650,4234,38,50,71,81,0,0,0
2025-07-31 12:31:29,912,38,44,39,74,65,81,69,41,1836,2783,2393,38,49,71,81,0,1,0
2025-07-31 12:31:36,102,38,44,39,73,65,80,69,41,1836,3053,2954,38,50,71,81,0,1,0
2025-07-31 12:31:42,224,38,44,40,72,64,81,68,41,1836,3450,3805,38,50,71,81,0,1,0
2025-07-31 12:31:48,384,38,44,39,74,67,87,70,41,1836,3486,3883,38,50,71,81,0,1,0
2025-07-31 12:31:54,621,37,44,40,75,69,89,72,41,1834,3567,4063,38,50,71,81,0,0,0
2025-07-31 12:32:00,779,37,44,40,79,72,92,75,41,1836,4144,5291,38,50,71,81,0,0,0
2025-07-31 12:32:06,790,37,44,40,80,75,92,77,40,1834,3892,4774,38,50,71,81,0,0,0
2025-07-31 12:32:12,792,37,44,39,80,77,90,78,40,1836,3689,4320,38,50,71,81,0,0,0
2025-07-31 12:32:19,220,37,44,39,81,76,87,78,40,1836,2942,2721,38,50,71,81,0,0,0
2025-07-31 12:32:25,663,37,43,39,80,74,83,77,40,1832,3732,4420,38,49,71,81,0,0,0
2025-07-31 12:32:31,873,37,43,39,79,72,82,75,40,1834,3650,4234,38,50,71,81,0,0,0
2025-07-31 12:32:37,976,37,43,39,77,70,81,73,40,1836,3547,4025,38,49,71,81,0,0,0
2025-07-31 12:32:44,434,37,43,39,76,69,80,72,40,1832,3547,4025,38,50,71,81,0,0,0
2025-07-31 12:32:50,455,37,43,39,74,66,78,70,40,1834,2027,796,38,50,71,81,0,1,0
2025-07-31 12:32:56,532,37,43,39,73,66,77,69,40,1836,2185,1111,38,50,71,81,0,1,0
2025-07-31 12:33:02,576,36,43,39,72,66,78,69,40,1834,3210,3298,38,49,71,81,0,1,0
2025-07-31 12:33:09,017,36,43,39,77,70,85,73,40,1836,3338,3569,38,49,71,81,0,0,0
2025-07-31 12:33:15,256,36,43,39,79,73,88,76,40,1832,3732,4420,38,50,71,81,0,0,0
2025-07-31 12:33:21,453,36,43,39,81,74,90,77,40,1834,2901,2631,38,50,71,81,0,0,0
2025-07-31 12:33:27,633,36,43,39,81,76,90,78,39,1832,2883,2619,38,50,71,81,0,0,0
2025-07-31 12:33:33,920,36,43,39,81,77,89,79,39,1832,2763,2359,38,50,71,81,0,0,0
2025-07-31 12:33:40,239,36,42,39,82,78,86,80,39,1834,3506,3926,38,49,71,81,0,0,0
2025-07-31 12:33:46,514,36,42,39,82,77,83,79,39,1834,2648,2094,38,50,71,81,0,0,0
2025-07-31 12:33:53,176,36,42,39,82,76,81,79,39,1832,2596,1981,38,50,71,81,0,0,0
2025-07-31 12:33:59,447,36,42,39,81,75,80,78,39,1834,2606,2008,38,50,71,81,0,0,0
2025-07-31 12:34:05,727,36,42,39,79,74,80,76,39,1832,2584,1961,38,50,71,81,0,0,0
2025-07-31 12:34:11,899,35,42,39,76,71,78,73,38,1832,2553,1892,38,50,71,81,0,0,0
2025-07-31 12:34:18,357,35,42,39,75,71,78,73,38,1834,2523,1830,38,50,71,81,0,0,0
2025-07-31 12:34:24,921,35,42,38,74,68,76,71,38,1832,2563,1917,38,50,71,81,0,1,0
2025-07-31 12:34:31,562,35,42,38,74,67,76,70,38,1832,2038,815,38,49,71,81,0,1,0
2025-07-31 12:34:37,623,35,42,38,73,66,76,69,38,1834,2399,1567,38,50,71,81,0,1,0
2025-07-31 12:34:43,733,35,42,38,77,68,81,72,38,1830,2372,1506,38,50,71,81,0,0,0
2025-07-31 12:34:50,037,35,42,38,81,72,85,76,38,1832,2957,2750,38,50,71,81,0,0,0
2025-07-31 12:34:56,085,35,41,38,83,75,88,79,38,1828,2775,2376,38,49,71,81,0,0,0
2025-07-31 12:35:02,194,35,41,38,83,75,89,79,38,1828,2713,2246,38,50,71,81,0,0,0
2025-07-31 12:35:08,241,35,41,38,83,77,89,80,38,1832,2704,2219,38,50,71,81,0,0,0
2025-07-31 12:35:14,407,35,41,38,82,78,89,80,38,1828,2616,2029,38,50,70,80,0,0,1
2025-07-31 12:35:20,507,35,41,38,82,79,87,80,38,1830,2338,1437,38,50,71,81,0,0,0
2025-07-31 12:35:27,017,34,41,38,77,77,83,77,37,1826,2572,1930,38,50,71,81,1,0,0
2025-07-31 12:35:33,141,34,40,38,74,74,82,74,37,1826,2606,2008,38,50,71,81,0,0,0
2025-07-31 12:35:39,307,34,40,38,72,70,79,71,37,1828,1674,313,38,50,71,81,0,1,0
2025-07-31 12:35:45,383,34,-34,38,72,-72,78,36,17,1826,2638,2082,38,49,71,81,0,1,0
2025-07-31 12:35:51,491,34,40,38,72,67,78,69,37,1826,2013,769,38,50,71,81,0,1,0
2025-07-31 12:35:57,647,34,40,37,76,71,81,73,37,1828,1242,128,38,50,71,81,0,0,0
2025-07-31 12:36:03,850,34,40,37,78,73,85,75,37,1826,2994,2835,38,50,71,81,1,0,0
2025-07-31 12:36:09,894,34,40,37,82,77,90,79,37,1828,2804,2439,38,49,71,81,0,0,0
2025-07-31 12:36:16,036,34,40,37,83,83,91,83,37,1826,2606,2008,38,50,71,81,0,0,1
2025-07-31 12:36:22,068,34,40,37,84,84,90,84,37,1824,2185,1111,38,50,71,81,1,0,1
