2025-07-31 12:22:06,395,24,24,24,47,56,68,51,24,1758,0,0,15,49,10,90,0,0,0
2025-07-31 12:22:12,548,24,24,24,48,56,68,52,24,1760,1372,148,15,50,10,90,0,0,0
2025-07-31 12:22:18,582,24,24,24,47,55,68,51,24,1760,1749,390,15,50,10,90,0,0,0
2025-07-31 12:22:24,634,24,24,24,47,55,68,51,24,1760,1685,323,15,50,10,90,0,0,0
2025-07-31 12:22:30,686,24,24,24,47,56,68,51,24,1758,1664,302,15,50,10,90,0,0,0
2025-07-31 12:22:36,849,24,24,24,47,55,68,51,24,1758,1856,524,15,50,10,90,0,0,0
2025-07-31 12:22:42,961,24,24,24,47,55,68,51,24,1760,1897,581,15,49,10,90,0,0,0
2025-07-31 12:22:49,147,24,24,24,47,54,69,50,24,1760,1783,431,15,50,59,90,0,1,0
2025-07-31 12:22:55,304,24,24,24,47,54,69,50,24,1760,1863,535,15,50,71,90,0,1,0
2025-07-31 12:23:01,475,24,24,24,52,54,68,53,24,1760,2279,1315,15,50,71,90,0,1,0
2025-07-31 12:23:08,098,24,24,24,63,58,76,60,24,1758,2363,1490,15,49,71,82,0,1,0
2025-07-31 12:23:14,260,24,24,24,67,61,81,64,24,1758,2518,1819,15,50,71,81,0,1,0
2025-07-31 12:23:20,390,24,24,24,74,66,89,70,24,1760,2556,1902,28,50,71,81,0,1,0
2025-07-31 12:23:26,466,23,24,24,77,69,92,73,24,1760,2652,2105,34,50,71,81,0,0,0
2025-07-31 12:23:32,637,23,24,24,81,72,97,76,24,1760,3232,3347,37,50,71,81,0,0,0
2025-07-31 12:23:38,802,23,24,24,83,73,98,78,24,1758,3042,2940,38,50,71,81,1,0,0
2025-07-31 12:23:44,973,23,24,24,85,77,100,81,24,1758,1978,709,38,50,71,81,0,0,1
2025-07-31 12:23:51,168,23,24,24,87,83,100,85,24,1758,2406,1578,38,49,71,81,0,0,1
2025-07-31 12:23:57,192,23,24,24,88,84,100,86,24,1758,2549,1886,38,50,71,81,1,0,1
2025-07-31 12:24:03,500,23,24,24,87,85,98,86,24,1760,1808,458,38,50,71,81,0,0,1
2025-07-31 12:24:09,668,23,24,24,84,85,95,84,24,1760,2507,1799,38,50,71,81,0,0,1
2025-07-31 12:24:15,725,23,24,24,78,85,89,81,24,1760,2507,1799,38,50,71,81,0,0,1
2025-07-31 12:24:21,860,24,24,24,75,83,87,79,24,1758,1562,216,38,50,71,81,0,0,0
2025-07-31 12:24:28,022,24,25,25,70,80,83,75,24,1758,2730,2291,38,50,71,81,1,0,0
2025-07-31 12:24:34,129,24,25,25,68,79,82,73,24,1762,3048,2952,38,50,71,81,0,0,0
2025-07-31 12:24:40,302,24,25,25,67,77,83,72,25,1762,2794,2421,38,50,71,81,0,0,0
2025-07-31 12:24:46,471,24,25,25,67,75,83,71,25,1762,2929,2697,38,49,71,81,0,1,0
2025-07-31 12:24:52,497,25,26,25,66,75,84,70,25,1766,2148,1023,38,50,71,81,0,1,0
2025-07-31 12:24:58,860,25,26,25,66,74,85,70,26,1764,2728,2280,38,50,71,81,1,1,0
2025-07-31 12:25:06,771,25,27,25,66,77,88,71,26,1764,1903,590,38,50,71,81,0,0,0
2025-07-31 12:25:12,870,25,27,25,67,83,95,75,26,1766,3668,4268,38,49,71,81,0,0,0
2025-07-31 12:25:18,993,26,-26,26,74,-74,100,37,13,1766,2704,2219,38,50,71,81,0,1,0
2025-07-31 12:25:25,178,26,28,26,77,88,100,82,27,1766,1474,163,38,50,71,81,0,0,1
2025-07-31 12:25:33,285,26,28,26,81,92,100,86,27,1768,1710,349,38,50,71,81,0,0,1
2025-07-31 12:25:39,916,27,28,26,84,92,100,88,28,1770,1949,661,38,50,71,81,0,0,1
2025-07-31 12:25:46,403,27,29,27,81,93,100,87,28,1768,2072,868,38,50,71,81,0,0,1
2025-07-31 12:25:52,431,28,29,27,73,93,95,83,28,1768,2068,857,38,50,71,81,0,0,1
2025-07-31 12:25:58,779,28,30,27,69,91,91,80,29,1772,2504,1789,38,49,71,81,1,0,0
2025-07-31 12:26:05,199,29,30,27,61,86,84,73,30,1770,2804,2439,38,50,71,81,0,0,0
2025-07-31 12:26:11,338,30,31,28,56,78,81,67,30,1772,3275,3440,38,50,71,81,0,1,0
2025-07-31 12:26:17,478,30,31,28,55,77,81,66,31,1770,2201,1142,38,49,71,81,1,1,0
2025-07-31 12:26:23,694,30,32,28,56,76,89,66,31,1776,1619,263,38,50,71,81,0,1,0
2025-07-31 12:26:29,785,31,33,29,57,76,94,66,32,1778,2820,2474,38,49,71,81,0,1,0
2025-07-31 12:26:35,811,31,33,29,61,78,100,69,32,1780,2713,2246,38,50,71,81,0,1,0
2025-07-31 12:26:42,156,31,34,29,63,82,100,72,33,1782,1981,714,38,50,71,81,0,0,0
2025-07-31 12:26:48,318,32,34,30,69,86,100,77,33,1788,3147,3161,38,49,71,81,1,0,0
2025-07-31 12:26:54,357,32,35,30,72,89,100,80,33,1792,3117,3102,38,49,71,81,0,0,0
2025-07-31 12:27:00,383,32,35,30,76,89,100,82,34,1796,2856,2548,38,50,70,80,0,0,1
2025-07-31 12:27:06,601,33,36,31,77,90,100,83,34,1798,2804,2439,38,50,71,81,0,0,1
2025-07-31 12:27:12,704,33,37,31,71,89,100,80,35,1806,2261,1267,38,50,71,81,0,0,0
