2025-07-31 14:12:37,473,dht1_T, dht2_T, dht3_T, dht1_H, dht2_H, dht3_H, hm, tm, CO2, eCO2, TVOC, t_min, t_max, h_min, h_max, heat_rele, hum_rele, fan_rele
2025-07-31 14:12:50,621,23,24,24,52,53,68,52,24,-888,0,0,15,49,10,53,0,0,0
2025-07-31 14:12:56,707,23,24,24,52,53,68,52,24,1756,793,59,15,50,10,53,0,0,0
2025-07-31 14:13:02,771,23,24,24,53,53,68,53,24,1754,1511,178,15,50,10,53,0,0,1
2025-07-31 14:13:08,846,23,24,24,53,53,68,53,24,1754,1019,94,15,50,10,53,0,0,1
2025-07-31 14:13:14,909,23,24,24,53,53,68,53,24,1754,1188,120,15,50,10,53,0,0,1
2025-07-31 14:13:20,997,23,24,24,53,53,69,53,24,1754,1188,120,15,49,10,53,0,0,1
2025-07-31 14:13:27,174,23,24,24,53,53,68,53,24,1754,1150,114,15,49,10,53,0,0,1
2025-07-31 14:13:33,251,23,24,24,53,53,68,53,24,1754,1137,112,15,49,10,53,0,0,1
2025-07-31 14:13:39,312,23,24,24,52,53,68,52,24,1754,1128,110,15,50,10,53,0,0,0
2025-07-31 14:13:45,437,23,24,24,52,53,68,52,24,1754,1389,150,15,50,10,53,0,0,0
2025-07-31 14:13:51,547,23,24,24,52,53,68,52,24,1756,1334,142,15,50,10,53,0,0,0
2025-07-31 14:13:57,719,23,24,24,53,53,68,53,24,1752,1266,131,15,50,10,53,0,0,1
2025-07-31 14:14:03,779,23,24,24,53,53,68,53,24,1754,848,68,15,50,10,53,0,0,1
2025-07-31 14:14:09,885,23,24,24,53,53,68,53,24,1754,909,77,15,50,10,53,0,0,1
2025-07-31 14:14:16,045,23,24,24,53,53,68,53,24,1752,940,82,15,50,10,53,0,0,1
2025-07-31 14:14:22,108,23,24,24,53,53,68,53,24,1752,918,78,15,49,10,53,0,0,1
2025-07-31 14:14:28,202,23,24,24,52,53,68,52,24,1752,870,71,15,50,10,53,0,0,0
2025-07-31 14:14:34,284,23,24,24,52,53,68,52,24,1752,1137,112,15,50,10,53,0,0,0
2025-07-31 14:14:40,397,23,24,24,52,53,68,52,24,1752,983,88,15,49,10,53,0,0,0
2025-07-31 14:14:46,489,23,24,24,52,53,68,52,24,1752,810,62,15,49,10,53,0,0,0
2025-07-31 14:14:52,639,23,24,24,53,53,68,53,24,1752,785,58,15,50,10,53,0,0,1
2025-07-31 14:14:58,853,23,24,24,53,53,68,53,24,1752,726,49,15,50,10,53,0,0,1
2025-07-31 14:15:04,969,23,24,24,53,53,69,53,24,1752,1908,596,15,49,10,53,0,0,1
2025-07-31 14:15:11,072,23,24,24,53,53,69,53,24,1752,1908,596,15,50,10,53,0,0,1
2025-07-31 14:15:17,102,23,24,24,52,53,69,52,24,1754,1913,603,15,49,10,53,0,0,0
2025-07-31 14:15:23,213,23,24,24,52,53,68,52,24,1754,2072,868,15,50,10,53,0,0,0
2025-07-31 14:15:29,355,23,24,24,52,53,68,52,24,1752,1993,734,15,50,10,53,0,0,0
2025-07-31 14:15:35,440,23,24,24,53,53,68,53,24,1752,2012,767,15,50,10,53,0,0,1
2025-07-31 14:15:41,532,23,24,24,53,53,68,53,24,1752,1829,487,15,50,10,53,0,0,1
2025-07-31 14:15:47,575,23,24,24,53,53,69,53,24,1752,1880,555,15,50,10,53,0,0,1
2025-07-31 14:15:53,695,23,24,24,53,53,69,53,24,1750,1913,603,15,50,10,53,0,0,1
2025-07-31 14:15:59,744,23,24,24,53,53,69,53,24,1750,1920,617,15,49,10,53,0,0,1
2025-07-31 14:16:05,819,23,24,24,53,53,69,53,23,1748,1920,617,15,50,10,53,0,0,1
2025-07-31 14:16:11,862,23,24,24,52,53,69,52,23,1750,1913,603,15,50,10,53,0,0,0
2025-07-31 14:16:17,902,23,24,24,52,53,69,52,23,1750,2100,922,15,50,10,53,0,0,0
2025-07-31 14:16:23,946,23,24,24,52,53,68,52,23,1748,2066,854,15,50,10,53,0,0,0
2025-07-31 14:16:30,007,23,24,24,52,53,68,52,23,1750,2017,776,15,50,10,53,0,0,0
2025-07-31 14:16:36,070,23,24,24,53,53,68,53,23,1748,2031,803,15,50,10,53,0,0,1
2025-07-31 14:16:42,146,23,24,24,53,53,69,53,23,1752,1937,643,15,49,10,53,0,0,1
2025-07-31 14:16:48,215,23,24,24,53,53,69,53,23,1750,2001,748,15,49,10,53,0,0,1
2025-07-31 14:16:54,349,23,24,24,53,53,69,53,23,1750,2015,773,15,50,10,53,0,0,1
2025-07-31 14:17:00,383,23,24,24,53,53,69,53,23,1750,2031,803,15,50,10,53,0,0,1
2025-07-31 14:17:06,500,23,24,24,53,53,69,53,23,1752,2006,757,15,49,10,53,0,0,1
2025-07-31 14:17:12,563,23,24,24,52,53,69,52,23,1752,2038,815,15,50,10,53,0,0,0
2025-07-31 14:17:18,638,23,24,24,52,53,69,52,23,1752,2216,1175,15,49,10,53,0,0,0
2025-07-31 14:17:24,737,23,24,24,52,53,68,52,23,1752,2154,1036,15,50,10,53,0,0,0
2025-07-31 14:17:30,778,23,24,24,53,53,68,53,23,1750,2146,1022,15,49,10,53,0,0,1
2025-07-31 14:17:36,854,23,24,24,53,53,68,53,23,1750,1942,651,15,50,10,53,0,0,1
2025-07-31 14:17:42,960,23,24,24,53,53,69,53,23,1750,2015,773,15,50,10,53,0,0,1
2025-07-31 14:17:49,002,23,24,24,53,53,69,53,23,1748,2068,857,15,49,10,53,0,0,1
2025-07-31 14:17:55,057,23,24,24,53,53,69,53,23,1750,2060,843,15,50,10,53,0,0,1
2025-07-31 14:18:01,241,23,24,24,52,53,69,52,23,1748,2020,784,15,50,10,53,0,0,0
2025-07-31 14:18:07,293,23,24,24,52,53,69,52,23,1748,2240,1224,15,50,10,53,0,0,0
2025-07-31 14:18:13,339,23,24,24,52,53,69,52,23,1748,2146,1022,15,50,10,53,0,0,0
2025-07-31 14:18:19,377,23,24,24,52,53,68,52,23,1748,2174,1084,15,49,10,53,0,0,0
2025-07-31 14:18:25,426,23,24,24,53,53,69,53,23,1750,2166,1067,15,50,10,53,0,0,1
2025-07-31 14:18:31,483,23,24,24,53,53,69,53,23,1750,1961,680,15,49,10,53,0,0,1
2025-07-31 14:18:37,527,23,24,24,53,53,69,53,23,1752,2038,815,15,50,10,53,0,0,1
2025-07-31 14:18:43,613,23,24,24,53,53,69,53,23,1750,2025,794,15,50,10,53,0,0,1
2025-07-31 14:18:49,682,23,24,24,53,53,69,53,23,1750,1846,509,15,49,10,53,0,0,1
2025-07-31 14:18:55,779,23,24,24,52,53,69,52,23,1750,1533,194,15,50,10,53,0,0,0
2025-07-31 14:19:01,940,23,24,24,52,53,69,52,23,1750,1669,308,15,49,10,53,0,0,0
2025-07-31 14:19:08,024,23,24,24,52,53,68,52,23,1750,1612,257,15,50,10,53,0,0,0
2025-07-31 14:19:14,116,23,24,24,52,53,68,52,23,1750,1594,241,15,49,10,53,0,0,0
2025-07-31 14:19:20,172,23,24,24,53,53,68,53,23,1750,1592,238,15,50,10,53,0,0,1
